,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,renovation,lat,long,yr_built
5798,657000.0,4,2.5,2180,3375,1.5,No,No,4,7,No,47.6846,-122.361,1926
5799,445000.0,3,1.75,1490,10844,1.0,No,No,3,7,No,47.6208,-122.10600000000001,1974
5800,450000.0,3,2.5,1530,762,2.0,No,No,3,8,No,47.641999999999996,-122.374,2007
5801,350000.0,3,1.0,1180,7455,1.0,No,No,4,7,No,47.7276,-122.241,1964
5802,460000.0,4,2.5,2080,17532,2.0,No,No,3,9,No,47.4835,-122.13600000000001,1996
5803,385000.0,4,2.5,3200,22651,1.0,No,No,5,8,No,47.3931,-122.18299999999999,1970
5804,272000.0,4,2.25,1880,6160,2.0,No,No,3,7,No,47.3214,-122.34700000000001,1993
5805,535000.0,3,2.5,2510,5544,2.0,No,No,3,7,No,47.6903,-122.042,2001
5806,216500.0,2,1.0,1060,5200,1.0,No,No,3,6,No,47.3688,-122.08,1969
5807,325000.0,3,2.5,2130,12245,2.0,No,No,3,8,No,47.3406,-122.057,1989
5808,420200.0,3,1.75,1320,7280,1.0,No,No,3,7,No,47.7229,-122.18,1968
5809,258000.0,3,1.75,1040,5650,1.0,No,No,5,6,No,47.5111,-122.256,1951
5810,450000.0,3,2.0,1150,4500,1.5,No,No,3,7,Yes,47.6985,-122.348,1917
5811,720168.0,4,2.25,2120,3794,2.0,No,No,4,7,No,47.6893,-122.359,1926
5812,652000.0,3,2.0,2130,5000,1.5,No,No,5,7,No,47.6746,-122.36200000000001,1925
5813,569500.0,4,2.5,2340,8248,2.0,No,No,3,8,No,47.6314,-122.03,1989
5814,411000.0,4,1.75,2250,292288,1.0,No,No,4,7,No,47.3787,-122.09100000000001,1963
5815,524950.0,3,1.75,1890,3825,1.0,No,No,3,7,No,47.6831,-122.381,1974
5816,153000.0,2,1.0,1140,10152,1.0,No,No,3,6,No,47.7369,-122.321,1942
5817,775000.0,3,2.5,2780,5467,2.0,No,Yes,3,9,No,47.5791,-122.37799999999999,2000
5818,338500.0,4,2.5,2390,6111,2.0,No,No,3,8,No,47.3677,-122.17299999999999,1997
5819,570000.0,3,1.75,2390,9000,1.0,No,No,3,8,No,47.6809,-122.113,1975
5820,653000.0,3,2.0,2680,8429,1.0,No,No,4,9,Yes,47.372,-122.036,1950
5821,435000.0,2,2.5,1560,1222,2.0,No,No,3,8,No,47.604,-122.307,2008
5822,207000.0,2,1.0,1130,8160,1.0,No,No,4,6,No,47.4997,-122.31700000000001,1952
5823,540000.0,2,1.0,1120,7500,1.0,No,Yes,4,7,No,47.619,-122.096,1971
5824,386000.0,4,2.25,2050,9583,2.0,No,Yes,3,8,No,47.3978,-122.31299999999999,1965
5825,265000.0,5,2.25,2600,8075,1.5,No,No,4,8,No,47.2961,-122.18799999999999,1969
5826,250000.0,3,2.25,1050,572,2.0,No,No,3,7,No,47.5549,-122.363,2006
5827,1697000.0,3,2.0,2600,6600,2.0,No,Yes,3,10,Yes,47.6055,-122.285,1970
5828,455000.0,4,2.5,2811,7251,2.0,No,No,3,9,No,47.3686,-122.05799999999999,2009
5829,1795000.0,4,3.25,4060,13000,2.0,No,Yes,3,11,No,47.581,-122.24600000000001,2000
5830,759000.0,3,2.0,2260,7200,1.0,No,Yes,3,7,No,47.5886,-122.288,1941
5831,970000.0,4,2.75,4430,74358,2.0,No,No,3,10,No,47.6392,-121.988,1990
5832,280000.0,1,0.0,600,24501,1.0,No,No,2,3,No,47.5316,-121.749,1950
5833,690000.0,3,2.25,2430,8327,1.0,No,No,4,9,No,47.5534,-122.16,1978
5834,789900.0,3,2.5,3420,25150,1.0,No,No,4,10,No,47.5706,-122.152,1987
5835,447500.0,2,1.0,1180,5100,1.5,No,No,3,7,No,47.6947,-122.346,1926
5836,440000.0,4,2.25,2010,7575,1.0,No,No,3,7,No,47.7328,-122.2,1974
5837,278000.0,3,2.0,1230,7789,1.0,No,No,3,7,No,47.3718,-122.073,1994
5838,980000.0,5,2.5,2750,6000,1.5,No,No,3,8,Yes,47.6729,-122.334,1904
5839,245000.0,3,2.75,1300,14197,1.0,No,No,3,7,No,47.3652,-122.18299999999999,1996
5840,287000.0,3,1.5,1150,11475,1.0,No,No,3,7,No,47.4629,-121.744,1971
5841,435000.0,3,1.75,2220,132858,1.0,No,No,3,7,No,47.4853,-122.03399999999999,1988
5842,585000.0,3,2.5,2050,11690,2.0,No,No,4,9,No,47.5279,-122.161,1989
5843,616000.0,4,1.75,1700,5846,1.0,No,No,3,8,No,47.6539,-122.40799999999999,1957
5844,203000.0,3,1.75,1610,9000,1.0,No,No,4,7,No,47.3187,-122.179,1978
5845,860000.0,4,2.75,2720,3840,2.0,No,No,3,8,Yes,47.6624,-122.361,1920
5846,833000.0,4,2.5,2190,12690,1.0,No,Yes,3,8,No,47.6627,-122.189,1973
5847,565000.0,4,2.75,2730,6856,2.0,No,No,3,8,No,47.7739,-122.164,2003
5848,572500.0,3,2.5,2490,7589,2.0,No,No,3,9,No,47.5355,-122.179,1991
5849,254000.0,4,2.0,1510,4235,1.0,No,No,3,7,No,47.54600000000001,-122.29299999999999,1955
5850,1525000.0,4,4.25,4720,21000,3.0,No,Yes,5,11,No,47.7591,-122.376,1971
5851,900000.0,4,3.0,3810,217800,2.0,No,No,3,9,No,47.7696,-122.021,2003
5852,899000.0,3,2.5,1950,3730,2.0,No,No,3,9,No,47.6731,-122.199,1996
5853,560000.0,3,2.0,1300,6000,1.0,No,No,5,7,No,47.5482,-122.39200000000001,1943
5854,512500.0,3,1.75,1610,7200,1.0,No,No,3,7,No,47.5966,-122.14399999999999,1976
5855,775000.0,4,2.5,2040,5000,1.5,No,No,5,7,No,47.6786,-122.36,1924
5856,200000.0,2,1.0,700,4700,1.0,No,No,5,5,No,47.4953,-122.169,1953
5857,172000.0,3,1.0,970,4700,1.0,No,No,4,6,No,47.5285,-122.354,1943
5858,219900.0,3,1.0,910,6000,1.0,No,No,2,6,No,47.5065,-122.338,1956
5859,641200.0,3,1.0,1060,9123,1.0,No,No,3,7,No,47.6218,-122.193,1952
5860,473000.0,5,3.25,2180,7200,2.0,No,No,4,7,No,47.7078,-122.234,1982
5861,540000.0,3,1.75,2050,9580,1.0,No,No,3,8,No,47.6212,-122.038,1984
5862,295000.0,2,1.0,750,4500,1.0,No,No,3,6,No,47.607,-122.29700000000001,1945
5863,370000.0,3,1.0,800,2296,1.0,No,No,4,6,No,47.6546,-122.35600000000001,1908
5864,1727000.0,4,2.25,3470,8000,1.5,No,Yes,3,9,Yes,47.6149,-122.287,1906
5865,275000.0,3,1.5,1390,48257,1.0,No,No,3,6,Yes,47.5603,-121.89399999999999,1922
5866,89000.0,3,1.0,900,4750,1.0,No,No,4,6,No,47.3026,-122.363,1969
5867,175000.0,2,1.75,1050,9800,1.5,No,No,4,6,No,47.7595,-121.473,1975
5868,490000.0,3,2.5,2410,11900,1.0,No,Yes,4,9,No,47.3384,-122.34,1989
5869,342400.0,3,2.25,1180,9630,2.0,No,No,3,7,No,47.7352,-122.23200000000001,1986
5870,345000.0,3,1.0,1140,4200,2.0,No,No,4,7,No,47.6012,-122.296,1904
5871,399000.0,2,1.0,700,3400,1.0,No,No,3,6,No,47.6212,-122.296,1946
5872,550000.0,4,2.5,2060,9719,1.0,No,No,4,8,No,47.5549,-122.176,1960
5873,652450.0,3,2.25,2230,11835,1.0,No,No,5,8,No,47.563,-122.178,1974
5874,438000.0,2,2.25,1950,29347,1.0,No,No,3,8,No,47.739,-122.351,1953
5875,605000.0,3,1.75,2100,5058,1.0,No,Yes,3,7,No,47.5743,-122.37799999999999,1941
5876,395000.0,4,2.5,2130,11733,1.0,No,No,5,7,No,47.512,-122.16,1969
5877,449950.0,3,2.0,1880,3048,2.0,No,No,4,7,No,47.6031,-122.303,1902
5878,651100.0,4,2.5,2310,5526,2.0,No,No,3,9,No,47.6299,-122.02,2003
5879,241000.0,3,1.0,880,6050,1.0,No,No,3,6,No,47.4995,-122.24799999999999,1945
5880,3418800.0,5,5.0,5450,20412,2.0,No,No,3,11,No,47.6209,-122.23700000000001,2014
5881,268500.0,2,1.5,1290,1749,1.0,No,No,3,8,No,47.6118,-122.116,1969
5882,200000.0,2,1.0,1010,7200,1.0,No,No,3,6,No,47.4815,-122.339,1956
5883,400375.0,4,1.75,1690,7680,1.0,No,No,5,6,No,47.5296,-122.375,1946
5884,429000.0,2,1.75,1350,6315,1.0,No,No,3,8,No,47.7141,-122.03200000000001,2005
5885,230000.0,3,1.0,680,2400,1.0,No,No,4,6,No,47.5982,-122.29899999999999,1903
5886,1200000.0,4,2.25,2860,10702,2.0,No,No,3,10,No,47.6451,-122.189,1982
5887,314200.0,1,1.0,610,6000,1.0,No,No,4,5,No,47.6911,-122.367,1918
5888,513000.0,4,2.5,2660,8887,1.0,No,No,4,8,No,47.43899999999999,-122.34200000000001,1967
5889,535000.0,2,1.0,1390,5346,1.0,No,No,5,7,No,47.5567,-122.279,1908
5890,420000.0,6,3.0,2290,6344,2.0,No,No,3,7,No,47.565,-122.37,1980
5891,345950.0,3,2.5,2110,4118,2.0,No,No,3,8,No,47.3878,-122.15299999999999,1989
5892,483500.0,3,2.0,1200,2016,1.0,No,Yes,4,7,No,47.5811,-122.404,1931
5893,695000.0,4,2.25,2360,2500,2.0,No,Yes,3,8,No,47.6771,-122.35799999999999,2001
5894,295000.0,4,2.5,2350,8906,2.0,No,No,3,7,No,47.4205,-122.215,1993
5895,434975.0,3,2.25,1590,9960,1.0,No,No,3,7,No,47.7742,-122.287,1976
5896,513000.0,3,2.5,1810,4592,2.0,No,No,3,8,No,47.5764,-121.99600000000001,1992
5897,360000.0,3,1.75,1900,11407,1.0,No,No,3,8,No,47.7455,-122.294,1963
5898,234900.0,3,1.0,1250,8000,1.0,No,No,3,7,No,47.5065,-122.337,1956
5899,963000.0,4,3.5,3280,6603,2.0,No,No,3,10,No,47.5642,-122.126,2007
5900,595000.0,2,1.5,870,4800,1.0,No,No,3,7,No,47.6509,-122.37,1924
5901,942500.0,4,3.25,3570,14408,2.0,No,Yes,3,10,No,47.536,-121.85700000000001,2006
5902,1029000.0,4,3.25,3780,11200,2.0,No,No,3,11,No,47.521,-122.15,2002
5903,350000.0,3,1.0,1190,3600,1.5,No,No,3,6,No,47.5985,-122.29799999999999,1904
5904,416500.0,4,2.0,2280,39848,2.0,No,No,4,8,No,47.5003,-122.465,1991
5905,209900.0,3,1.0,1030,60720,1.5,No,No,3,5,No,47.375,-122.166,1912
5906,802000.0,3,1.75,2870,5000,1.5,No,No,4,8,No,47.5788,-122.292,1907
5907,230000.0,4,1.5,1520,8800,1.0,No,No,4,7,No,47.3136,-122.208,1960
5908,489000.0,3,3.0,3700,10375,2.0,No,No,3,9,No,47.4286,-122.291,1982
5909,497000.0,3,1.5,2240,28750,1.0,No,No,3,8,No,47.7137,-122.25399999999999,1956
5910,250000.0,3,2.25,1920,7738,1.0,No,No,3,8,No,47.4562,-122.33,1965
5911,925000.0,3,3.0,2560,3600,2.0,No,No,3,10,No,47.633,-122.37,1994
5912,390000.0,4,2.5,1840,15496,2.0,No,No,3,8,No,47.4683,-122.07,1991
5913,415000.0,3,2.75,2080,9600,1.0,No,No,3,7,No,47.7698,-122.238,1988
5914,785000.0,3,2.0,1600,9638,1.0,No,No,5,7,No,47.5753,-122.22399999999999,1952
5915,575000.0,3,2.0,2168,4000,1.5,No,No,3,8,No,47.6561,-122.325,1907
5916,170000.0,2,1.0,860,8636,1.0,No,No,3,6,No,47.5081,-122.35600000000001,1924
5917,750000.0,4,1.75,2100,3400,1.0,No,No,5,7,No,47.6429,-122.37100000000001,1915
5918,230000.0,3,1.0,1140,9639,1.0,No,No,4,7,No,47.3112,-122.265,1967
5919,855000.0,4,3.0,3090,35074,2.0,No,No,3,9,No,47.6359,-122.15899999999999,1978
5920,235000.0,3,1.0,1330,45738,2.0,No,No,2,6,No,47.43600000000001,-122.185,1967
5921,335000.0,2,1.0,1360,69260,1.0,No,No,4,5,No,47.5229,-121.838,1937
5922,1195000.0,5,3.0,3420,18129,2.0,No,No,3,9,Yes,47.5333,-122.21700000000001,1952
5923,677000.0,4,2.0,2180,6000,1.5,No,No,3,8,No,47.5958,-122.306,1927
5924,575000.0,3,2.0,1800,5000,2.0,No,No,5,7,No,47.5447,-122.389,1925
5925,450000.0,2,1.0,1120,4590,1.0,No,No,3,7,No,47.5663,-122.285,1924
5926,817250.0,3,2.5,2980,7202,2.0,No,No,3,8,No,47.6769,-122.177,1999
5927,440000.0,4,2.25,2600,28600,1.0,No,No,3,8,No,47.7757,-122.139,1968
5928,526000.0,2,2.0,1550,2400,1.5,No,No,4,7,No,47.653999999999996,-122.346,1900
5929,762500.0,3,2.25,3330,15258,2.0,No,No,3,10,No,47.7262,-122.06,1986
5930,325000.0,4,2.5,2200,7719,2.0,No,No,3,8,No,47.3649,-122.194,2000
5931,840000.0,4,3.5,3840,85728,2.0,No,No,3,11,No,47.615,-121.954,1998
5932,377500.0,2,1.0,840,4500,1.0,No,No,3,6,No,47.5441,-122.39,1939
5933,212500.0,3,1.5,1270,7128,1.0,No,No,4,6,No,47.422,-122.321,1954
5934,749400.0,4,2.5,3240,20301,2.0,No,No,3,10,No,47.718999999999994,-122.11399999999999,1985
5935,663000.0,3,2.5,2480,37843,1.5,Yes,Yes,4,8,No,47.4003,-122.42200000000001,1974
5936,1476000.0,3,2.25,4470,22518,2.0,No,Yes,3,9,Yes,47.574,-122.18,1953
5937,261000.0,3,1.0,1780,7800,1.0,No,No,3,7,No,47.4932,-122.26299999999999,1957
5938,515000.0,4,2.5,1850,9248,2.0,No,No,3,8,No,47.735,-122.244,1997
5939,410000.0,3,2.25,2200,16921,2.0,No,No,3,8,No,47.3727,-122.051,1987
5940,336000.0,3,2.25,2760,10160,1.0,No,No,3,8,No,47.4504,-122.15,1969
5941,440000.0,2,1.0,1090,4128,1.0,No,No,3,7,No,47.696000000000005,-122.314,1948
5942,908950.0,4,2.75,3090,6200,2.0,No,No,3,9,No,47.5538,-122.189,2014
5943,554000.0,2,1.0,820,3700,1.0,No,No,5,7,No,47.588,-122.251,1968
5944,387000.0,3,2.25,1445,1606,2.0,No,No,3,7,No,47.5348,-122.072,2003
5945,268643.0,4,2.25,1810,9240,2.0,No,No,3,7,No,47.4362,-122.18700000000001,1961
5946,514000.0,3,1.75,1620,5000,1.0,No,No,3,7,No,47.681000000000004,-122.37200000000001,1954
5947,420000.0,2,1.75,1060,4182,2.0,No,No,3,7,No,47.6787,-122.30799999999999,1977
5948,199000.0,3,1.75,1050,9871,1.0,No,No,5,7,No,47.3816,-122.087,1968
5949,225000.0,3,1.0,1010,15701,1.0,No,No,4,7,No,47.4518,-122.292,1949
5950,320000.0,4,2.5,2050,8424,2.0,No,No,4,8,No,47.196000000000005,-122.01100000000001,1993
5951,204995.0,2,1.0,970,8185,1.0,No,No,5,6,No,47.4025,-122.20100000000001,1904
5952,376000.0,3,2.0,1540,1827,2.0,No,No,3,8,No,47.5479,-121.999,2005
5953,705000.0,4,2.75,3000,6222,2.0,No,No,3,9,No,47.5582,-122.025,2004
5954,725995.0,4,2.5,3190,7869,2.0,No,Yes,3,9,No,47.5317,-121.866,2001
5955,285000.0,4,2.5,1870,8190,1.0,No,No,3,7,No,47.4521,-122.161,1977
5956,285000.0,4,2.5,2200,9397,2.0,No,No,3,8,No,47.3406,-122.26899999999999,1987
5957,731000.0,4,2.5,3070,5936,2.0,No,No,3,9,No,47.5902,-121.988,2005
5958,1564350.0,4,3.75,3730,17000,2.0,No,Yes,4,10,No,47.5355,-122.242,1986
5959,510000.0,4,2.5,2440,10423,1.0,No,No,3,7,Yes,47.725,-122.17200000000001,1955
5960,620000.0,2,1.0,990,4332,1.0,No,No,3,7,No,47.6528,-122.331,1909
5961,1110000.0,3,4.0,4160,31796,2.0,No,No,3,11,No,47.6635,-122.01700000000001,1989
5962,796000.0,4,3.5,3670,4960,2.0,No,No,3,9,No,47.7022,-122.374,2005
5963,255000.0,3,1.5,910,25500,1.0,No,No,3,5,No,47.4565,-122.27600000000001,1943
5964,807000.0,3,2.5,1940,4000,2.0,No,No,4,9,No,47.659,-122.398,2000
5965,315000.0,4,2.5,1780,6000,2.0,No,No,3,9,No,47.3774,-122.027,2000
5966,637000.0,3,2.25,2200,7355,2.0,No,No,4,8,No,47.7266,-122.103,1986
5967,2725000.0,4,4.25,6410,43838,2.5,No,Yes,4,12,No,47.5703,-122.28,1906
5968,490000.0,3,2.0,2070,10023,1.0,No,No,3,8,No,47.6492,-122.06200000000001,1981
5969,253000.0,3,1.75,2040,7281,1.0,No,No,3,7,No,47.4681,-122.28200000000001,1962
5970,325900.0,4,2.5,2320,6270,2.0,No,No,3,8,No,47.3501,-122.14,2004
5971,425000.0,2,2.0,1440,6677,1.0,No,No,3,7,No,47.5513,-122.264,1952
5972,215000.0,4,2.5,1700,6675,2.0,No,No,3,7,No,47.3638,-122.053,1997
5973,315000.0,4,2.5,1700,6675,2.0,No,No,3,7,No,47.3638,-122.053,1997
5974,724800.0,3,2.0,2050,3933,1.0,No,No,3,8,Yes,47.6436,-122.303,1926
5975,295000.0,2,1.0,800,6500,1.0,No,No,4,6,No,47.7621,-122.35799999999999,1953
5976,509007.0,3,1.75,1800,7620,1.0,No,No,3,8,No,47.7165,-122.361,1951
5977,306000.0,5,2.0,1460,169448,1.5,No,No,3,6,No,47.3714,-122.177,1910
5978,205000.0,3,1.75,1290,7210,1.0,No,No,3,7,No,47.2889,-122.363,1984
5979,275000.0,3,1.5,1900,9737,1.0,No,No,4,7,No,47.4125,-122.20700000000001,1968
5980,685000.0,3,1.75,1480,7000,1.0,No,Yes,3,8,No,47.6018,-122.291,1963
5981,465000.0,4,2.5,2090,12833,1.0,No,No,3,7,No,47.7266,-122.175,1969
5982,560000.0,4,2.25,1950,9800,1.0,No,No,3,8,No,47.666000000000004,-122.178,1968
5983,458500.0,3,1.75,1250,9605,1.0,No,No,3,7,No,47.6325,-122.12100000000001,1964
5984,354000.0,3,1.0,990,7590,1.0,No,No,3,6,No,47.6228,-122.12100000000001,1959
5985,441000.0,3,2.5,2740,7923,2.0,No,No,3,9,No,47.4349,-122.105,1998
5986,194000.0,3,1.75,1260,10488,1.0,No,No,2,7,No,47.5417,-122.35700000000001,1952
5987,316500.0,4,2.5,2150,6807,2.0,No,No,4,8,No,47.4053,-122.189,1991
5988,524950.0,3,1.75,1750,3250,1.5,No,No,4,7,No,47.6807,-122.366,1929
5989,1052000.0,3,2.25,2880,6092,2.0,No,Yes,4,8,No,47.5878,-122.381,1983
5990,925000.0,4,2.25,2590,13894,2.0,No,No,4,9,No,47.6351,-122.165,1975
5991,780000.0,3,1.75,2430,4524,1.5,No,No,4,7,No,47.674,-122.35,1924
5992,241000.0,2,2.0,1470,3128,2.0,No,No,3,6,No,47.349,-122.021,2005
5993,519000.0,3,2.75,2020,10744,1.0,No,No,5,7,No,47.4403,-122.34299999999999,1954
5994,286000.0,2,1.0,610,4000,1.0,No,No,4,6,No,47.5469,-122.391,1918
5995,400000.0,3,2.0,3000,17800,1.0,No,No,3,8,No,47.7058,-122.315,1962
5996,255000.0,2,1.0,920,43560,1.0,No,No,4,5,No,47.5245,-121.931,1923
5997,152000.0,3,1.75,1070,7754,1.0,No,No,3,6,No,47.5079,-122.344,1953
5998,599000.0,4,2.0,3410,15143,2.0,No,No,4,8,Yes,47.6709,-122.052,1972
5999,330000.0,4,2.5,1820,3905,2.0,No,No,3,7,No,47.7346,-121.985,2001
6000,461000.0,2,1.0,1060,7193,1.0,No,No,3,7,No,47.7102,-122.35600000000001,1926
6001,620000.0,5,2.5,3070,34991,2.0,No,No,3,9,No,47.4721,-122.148,1995
6002,352500.0,4,2.5,2300,219106,1.0,No,No,4,7,No,47.4044,-121.963,1958
6003,435000.0,3,2.0,1610,6911,1.0,No,No,3,7,No,47.7188,-122.177,1988
6004,725000.0,5,2.75,2830,5310,2.0,No,No,3,9,No,47.7074,-122.101,2006
6005,300000.0,3,1.0,970,12300,1.0,No,No,3,7,No,47.7335,-122.227,1982
6006,252000.0,3,2.5,1680,8284,2.0,No,No,3,7,No,47.3609,-122.04799999999999,1989
6007,464625.0,4,2.75,2040,8996,1.0,No,No,4,8,No,47.666000000000004,-122.185,1974
6008,340000.0,3,1.0,1450,9586,2.0,No,No,3,7,No,47.7443,-122.32600000000001,1950
6009,1325000.0,4,2.25,2870,6280,1.5,No,No,4,9,No,47.6329,-122.31,1905
6010,455000.0,5,2.0,1870,13970,1.0,No,No,4,7,No,47.5243,-122.042,1969
6011,495000.0,4,3.5,2490,18042,2.0,No,No,3,8,No,47.4161,-122.441,2003
6012,925000.0,4,2.5,3350,4501,2.0,No,No,3,9,No,47.688,-122.37899999999999,2002
6013,587000.0,4,2.75,3190,8737,2.0,No,No,3,9,No,47.523,-121.87700000000001,2006
6014,524000.0,3,1.75,1560,5520,1.0,No,No,4,6,No,47.6515,-122.399,1944
6015,1030000.0,4,2.5,2750,4800,2.0,No,No,3,9,Yes,47.6709,-122.337,1905
6016,176000.0,2,1.0,920,2332,1.0,No,No,4,8,No,47.3779,-122.32,1980
6017,249900.0,2,1.0,1140,5500,1.0,No,No,3,6,No,47.5187,-122.363,1947
6018,499500.0,3,2.5,2520,53143,1.5,No,No,3,7,No,47.743,-121.925,1988
6019,600000.0,5,3.5,3150,10542,1.0,No,No,5,9,No,47.7469,-122.21700000000001,1974
6020,294000.0,4,2.5,2040,7800,2.0,No,No,3,7,No,47.473,-122.29299999999999,2003
6021,272000.0,4,2.0,1780,19843,1.0,No,No,3,7,No,47.4414,-122.154,1963
6022,390000.0,3,2.5,2240,10800,2.0,No,No,3,8,No,47.7433,-122.229,1996
6023,700000.0,4,2.5,3270,9650,1.0,No,Yes,4,9,No,47.409,-122.333,1971
6024,635000.0,5,2.75,3110,6621,2.0,No,No,3,9,No,47.543,-121.88799999999999,2006
6025,920000.0,4,1.5,1850,3600,2.0,No,No,3,8,No,47.6376,-122.307,1929
6026,500000.0,3,1.75,1570,8530,1.0,No,No,4,7,No,47.6881,-122.184,1983
6027,263500.0,2,1.0,750,4515,1.0,No,No,3,6,No,47.5198,-122.351,1942
6028,975000.0,4,2.25,2240,9990,2.0,No,No,4,10,No,47.5516,-122.21700000000001,1967
6029,575000.0,3,2.5,1870,3485,2.0,No,No,3,8,No,47.5493,-122.00399999999999,2001
6030,822000.0,4,2.5,2683,40386,2.0,No,No,4,9,No,47.6982,-122.13799999999999,1987
6031,300000.0,3,1.0,1490,7200,1.0,No,No,3,7,No,47.7276,-122.307,1954
6032,487600.0,4,2.5,2340,12080,2.0,No,No,3,8,No,47.7325,-121.969,1999
6033,500000.0,4,2.0,1700,8640,1.0,No,No,3,7,Yes,47.5774,-122.15299999999999,1955
6034,680000.0,2,2.0,1450,989,3.0,No,No,3,9,No,47.6354,-122.346,2014
6035,419000.0,3,2.5,3310,21096,2.0,No,Yes,3,9,No,47.3049,-122.38600000000001,2004
6036,450000.0,4,1.75,1520,5250,1.0,No,No,3,6,No,47.6581,-122.39,1949
6037,650000.0,5,1.75,1260,4500,1.5,No,No,3,7,No,47.6452,-122.369,1926
6038,550000.0,3,1.75,1840,8086,1.0,No,No,4,8,No,47.67,-122.155,1964
6039,330000.0,4,2.0,1750,5202,1.0,No,Yes,4,6,No,47.5677,-122.31700000000001,1942
6040,282510.0,4,1.0,1450,32234,1.5,No,No,4,6,No,47.3818,-122.21,1932
6041,2385000.0,4,4.0,6330,13296,2.0,No,Yes,3,13,No,47.6488,-122.20100000000001,2000
6042,230000.0,2,2.0,1260,10200,1.0,No,No,3,7,No,47.2593,-122.31200000000001,1983
6043,750000.0,4,1.75,2100,6613,2.0,No,No,3,8,Yes,47.567,-122.385,1909
6044,321000.0,4,2.5,2430,5366,2.0,No,No,3,8,No,47.3352,-122.19,2002
6045,2196000.0,4,3.25,4250,18000,2.0,No,Yes,5,10,No,47.5612,-122.229,1980
6046,245000.0,4,2.0,1830,10416,1.0,No,No,3,7,No,47.4878,-122.34100000000001,1958
6047,510000.0,2,1.0,1310,4000,1.0,No,No,3,6,No,47.6854,-122.329,1913
6048,751000.0,4,3.25,3090,9571,2.0,No,No,3,9,No,47.7058,-122.131,2004
6049,675000.0,4,2.5,2560,36601,2.0,No,No,4,9,No,47.5851,-121.992,1987
6050,295000.0,3,1.75,1930,13350,1.0,No,No,3,8,No,47.3317,-122.365,1967
6051,312000.0,2,1.0,1460,6000,1.0,No,No,2,7,No,47.7009,-122.31700000000001,1925
6052,730000.0,3,3.0,3460,13129,2.0,No,No,3,9,No,47.7315,-122.05799999999999,1988
6053,762500.0,5,3.5,3290,5880,2.0,No,No,3,9,No,47.7067,-122.119,2005
6054,150000.0,3,1.0,820,7680,1.5,No,No,3,6,No,47.528,-122.359,1910
6055,270000.0,3,1.0,1480,7374,1.0,No,No,3,6,No,47.7775,-122.336,1954
6056,400000.0,4,2.0,1420,9301,1.0,No,No,4,7,No,47.6325,-122.12100000000001,1963
6057,650000.0,3,2.5,2790,6720,2.0,No,No,3,8,No,47.5958,-122.038,2002
6058,530000.0,2,1.5,1390,5000,1.0,No,No,4,8,No,47.5673,-122.40100000000001,1954
6059,248000.0,3,1.0,950,9400,1.0,No,No,4,7,No,47.5746,-122.13600000000001,1954
6060,760000.0,4,3.5,3000,5300,1.0,No,No,5,7,No,47.6748,-122.279,1949
6061,199000.0,4,1.0,1280,10521,1.5,No,No,3,7,No,47.4215,-122.289,1960
6062,240000.0,2,1.0,870,8400,1.0,No,No,3,7,No,47.4493,-122.28200000000001,1960
6063,415000.0,3,1.5,1360,1795,2.0,No,No,3,7,No,47.6471,-122.397,1945
6064,228000.0,3,1.0,1000,16376,1.0,No,No,3,7,No,47.4825,-122.10799999999999,1959
6065,525000.0,4,2.5,2740,12106,1.0,No,No,3,8,No,47.7648,-122.355,1992
6066,399950.0,3,1.75,1560,5223,1.0,No,No,4,7,No,47.7175,-122.288,1940
6067,781000.0,4,2.5,2590,8571,2.0,No,No,3,9,No,47.691,-122.105,1988
6068,827000.0,3,2.5,1850,1330,2.5,No,No,3,9,No,47.6831,-122.325,2004
6069,525000.0,5,2.25,2500,8621,1.5,No,No,4,7,No,47.7379,-122.185,1968
6070,671300.0,4,2.5,3280,5232,2.0,No,No,3,7,No,47.6798,-122.03299999999999,2004
6071,175000.0,2,1.0,670,2378,1.0,No,No,3,5,No,47.5769,-122.37200000000001,1919
6072,1100000.0,5,2.75,2890,22547,1.0,No,No,4,10,No,47.5476,-122.219,1963
6073,800000.0,5,2.5,3000,10560,1.0,No,No,3,8,No,47.6249,-122.206,1966
6074,329950.0,4,2.5,1920,4600,2.0,No,No,3,7,No,47.3795,-122.023,2002
6075,445000.0,4,3.25,1960,7200,2.0,No,No,3,7,No,47.7291,-122.21799999999999,1979
6076,237000.0,3,1.75,2000,12208,1.0,No,No,3,7,No,47.3752,-122.236,1979
6077,1112500.0,6,4.0,3600,6224,2.0,No,No,3,9,Yes,47.6531,-122.405,1945
6078,438900.0,4,2.5,2740,5700,2.0,No,No,3,9,No,47.3535,-122.02600000000001,2006
6079,1280000.0,9,4.5,3650,5000,2.0,No,No,3,8,Yes,47.6604,-122.289,1915
6080,600000.0,4,2.5,2310,3866,2.0,No,No,3,8,No,47.5498,-121.99600000000001,2005
6081,670000.0,4,2.5,2095,4569,2.0,No,No,3,9,No,47.6603,-122.087,2002
6082,519000.0,2,2.0,1560,4823,1.0,No,No,3,8,No,47.7111,-122.03200000000001,2004
6083,320000.0,3,2.25,1880,7350,1.0,No,No,3,8,No,47.4457,-122.12299999999999,1984
6084,270000.0,2,1.5,840,867,2.0,No,No,3,7,No,47.6955,-122.304,2005
